iteration;pheromone_exponent;length_exponent;evaporation_coefficient;pheromone_leaving_coefficient;total_distance;path;
288;1.44;1.0;0.375;1.7777777777777777;3728.312734426427;[0, 24, 3, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 20, 1, 12, 0];
289;1.44;1.0;0.375;1.8888888888888888;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
290;1.44;1.0;0.375;2.0;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
291;1.44;1.0;0.5;1.0;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
292;1.44;1.0;0.5;1.1111111111111112;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
293;1.44;1.0;0.5;1.2222222222222223;3760.1269024731337;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 13, 5, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
294;1.44;1.0;0.5;1.3333333333333333;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
295;1.44;1.0;0.5;1.4444444444444444;3784.644931665131;[0, 24, 3, 10, 12, 1, 20, 6, 23, 17, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 0];
296;1.44;1.0;0.5;1.5555555555555556;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
297;1.44;1.0;0.5;1.6666666666666665;3709.0475476552956;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
298;1.44;1.0;0.5;1.7777777777777777;3670.1144909370655;[0, 24, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 3, 0];
299;1.44;1.0;0.5;1.8888888888888888;3653.01109350564;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
300;1.44;1.0;0.5;2.0;3600.246098992624;[0, 24, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
301;1.44;1.25;0.0;1.0;5571.432813586878;[0, 20, 7, 16, 9, 10, 12, 1, 24, 3, 6, 23, 17, 4, 13, 22, 2, 21, 14, 11, 5, 18, 8, 19, 15, 0];
302;1.44;1.25;0.0;1.1111111111111112;5566.401432262488;[0, 9, 16, 21, 2, 10, 17, 23, 6, 3, 20, 12, 1, 7, 14, 22, 11, 13, 5, 18, 8, 19, 15, 24, 4, 0];
303;1.44;1.25;0.0;1.2222222222222223;5601.472421875813;[0, 6, 23, 17, 15, 8, 18, 5, 19, 13, 14, 22, 21, 16, 9, 2, 4, 11, 24, 12, 20, 3, 1, 7, 10, 0];
304;1.44;1.25;0.0;1.3333333333333333;5823.968058694174;[0, 14, 22, 11, 4, 8, 18, 19, 15, 17, 23, 1, 12, 24, 6, 3, 10, 7, 16, 9, 2, 21, 13, 5, 20, 0];
305;1.44;1.25;0.0;1.4444444444444444;5850.252035699275;[0, 11, 5, 13, 18, 19, 8, 6, 17, 23, 24, 15, 4, 22, 2, 14, 9, 10, 21, 16, 7, 1, 12, 20, 3, 0];
306;1.44;1.25;0.0;1.5555555555555556;5969.6775145053825;[0, 23, 15, 24, 6, 17, 16, 21, 14, 22, 11, 4, 13, 2, 9, 7, 3, 10, 12, 20, 1, 19, 8, 18, 5, 0];
307;1.44;1.25;0.0;1.6666666666666665;5961.2983060403685;[0, 24, 3, 4, 7, 10, 16, 9, 2, 21, 14, 22, 18, 19, 8, 1, 12, 20, 6, 23, 17, 15, 5, 13, 11, 0];
308;1.44;1.25;0.0;1.7777777777777777;5796.284139544406;[0, 10, 24, 20, 19, 8, 18, 5, 13, 4, 11, 16, 2, 9, 21, 22, 14, 7, 3, 12, 1, 17, 23, 6, 15, 0];
309;1.44;1.25;0.0;1.8888888888888888;5653.583749720005;[0, 19, 18, 4, 13, 3, 12, 1, 7, 9, 16, 22, 14, 2, 21, 11, 5, 24, 8, 15, 23, 17, 6, 20, 10, 0];
310;1.44;1.25;0.0;2.0;5530.426644443909;[0, 10, 6, 17, 15, 23, 24, 3, 1, 12, 20, 2, 21, 16, 14, 9, 7, 22, 11, 18, 19, 8, 5, 13, 4, 0];
311;1.44;1.25;0.125;1.0;5506.640533575517;[0, 24, 4, 22, 14, 12, 16, 9, 2, 21, 7, 1, 20, 6, 3, 10, 11, 13, 5, 19, 8, 18, 15, 17, 23, 0];
312;1.44;1.25;0.125;1.1111111111111112;5572.38649064444;[0, 3, 24, 10, 7, 16, 9, 14, 22, 21, 2, 5, 19, 8, 18, 15, 6, 1, 12, 20, 17, 23, 11, 4, 13, 0];
313;1.44;1.25;0.125;1.2222222222222223;5755.048092301289;[0, 12, 6, 24, 5, 13, 11, 14, 22, 10, 3, 1, 20, 7, 9, 16, 2, 21, 4, 18, 19, 8, 17, 15, 23, 0];
314;1.44;1.25;0.125;1.3333333333333333;5613.564845131292;[0, 24, 5, 13, 4, 11, 9, 16, 7, 12, 1, 10, 22, 14, 2, 21, 3, 17, 23, 15, 19, 8, 18, 20, 6, 0];
315;1.44;1.25;0.125;1.4444444444444444;5655.784490571512;[0, 24, 22, 11, 14, 4, 13, 5, 18, 19, 8, 2, 21, 9, 7, 16, 10, 6, 17, 23, 15, 3, 1, 12, 20, 0];
316;1.44;1.25;0.125;1.5555555555555556;5049.839290451722;[0, 3, 12, 1, 24, 6, 23, 17, 15, 19, 8, 18, 5, 11, 22, 14, 4, 13, 16, 9, 21, 2, 7, 10, 20, 0];
317;1.44;1.25;0.125;1.6666666666666665;5676.840785761001;[0, 10, 12, 7, 3, 24, 1, 17, 23, 15, 6, 8, 18, 19, 5, 13, 4, 11, 22, 14, 2, 16, 9, 21, 20, 0];
318;1.44;1.25;0.125;1.7777777777777777;5451.9268631892155;[0, 12, 7, 16, 14, 21, 2, 9, 22, 11, 4, 13, 18, 8, 19, 17, 23, 3, 24, 10, 1, 20, 6, 15, 5, 0];
319;1.44;1.25;0.125;1.8888888888888888;5836.527282064251;[0, 15, 23, 17, 8, 19, 18, 4, 11, 22, 2, 9, 16, 7, 21, 14, 12, 13, 5, 3, 6, 24, 10, 1, 20, 0];
320;1.44;1.25;0.125;2.0;5806.631341147975;[0, 12, 1, 10, 7, 16, 9, 2, 17, 23, 6, 24, 15, 8, 19, 18, 11, 5, 13, 4, 22, 14, 21, 3, 20, 0];
321;1.44;1.25;0.25;1.0;3698.776426352617;[0, 24, 3, 20, 1, 12, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 18, 8, 19, 15, 23, 17, 6, 0];
322;1.44;1.25;0.25;1.1111111111111112;3924.2030562384143;[0, 24, 3, 12, 1, 20, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 5, 13, 18, 8, 19, 15, 17, 23, 6, 0];
323;1.44;1.25;0.25;1.2222222222222223;3702.7149753732288;[0, 24, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 0];
324;1.44;1.25;0.25;1.3333333333333333;3799.439978527764;[0, 3, 24, 17, 6, 20, 1, 12, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 8, 19, 15, 23, 0];
325;1.44;1.25;0.25;1.4444444444444444;3752.9169546249977;[0, 24, 3, 20, 1, 12, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 8, 19, 18, 15, 23, 17, 6, 0];
326;1.44;1.25;0.25;1.5555555555555556;3704.6109012505044;[0, 24, 3, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 0];
327;1.44;1.25;0.25;1.6666666666666665;3638.3923035121097;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 4, 13, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
328;1.44;1.25;0.25;1.7777777777777777;3980.7448916814033;[0, 24, 6, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 10, 7, 1, 20, 12, 3, 0];
329;1.44;1.25;0.25;1.8888888888888888;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
330;1.44;1.25;0.25;2.0;3718.297095378111;[0, 24, 6, 23, 17, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 3, 0];
331;1.44;1.25;0.375;1.0;3726.557986843149;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 8, 19, 18, 15, 23, 17, 6, 20, 1, 12, 0];
332;1.44;1.25;0.375;1.1111111111111112;3903.2405758665823;[0, 24, 3, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 9, 16, 21, 7, 10, 12, 1, 20, 0];
333;1.44;1.25;0.375;1.2222222222222223;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
334;1.44;1.25;0.375;1.3333333333333333;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
335;1.44;1.25;0.375;1.4444444444444444;3670.5215326934936;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 20, 1, 12, 0];
336;1.44;1.25;0.375;1.5555555555555556;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
337;1.44;1.25;0.375;1.6666666666666665;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
338;1.44;1.25;0.375;1.7777777777777777;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
339;1.44;1.25;0.375;1.8888888888888888;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
340;1.44;1.25;0.375;2.0;3640.985224619684;[0, 24, 3, 20, 1, 12, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 8, 19, 15, 23, 17, 6, 0];
341;1.44;1.25;0.5;1.0;3678.4854432743073;[0, 24, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 6, 3, 0];
342;1.44;1.25;0.5;1.1111111111111112;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
343;1.44;1.25;0.5;1.2222222222222223;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
344;1.44;1.25;0.5;1.3333333333333333;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
345;1.44;1.25;0.5;1.4444444444444444;3552.5805971802106;[0, 3, 20, 1, 12, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 18, 19, 8, 15, 23, 17, 6, 24, 0];
346;1.44;1.25;0.5;1.5555555555555556;3595.219891772706;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
347;1.44;1.25;0.5;1.6666666666666665;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
348;1.44;1.25;0.5;1.7777777777777777;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
349;1.44;1.25;0.5;1.8888888888888888;3734.6520152270946;[0, 24, 3, 10, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 0];
350;1.44;1.25;0.5;2.0;3642.8853935851207;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
351;1.44;1.5;0.0;1.0;5069.283656306501;[0, 24, 15, 23, 17, 6, 20, 1, 10, 12, 16, 9, 11, 22, 14, 2, 21, 4, 13, 5, 18, 19, 8, 3, 7, 0];
352;1.44;1.5;0.0;1.1111111111111112;5024.598840020444;[0, 1, 20, 6, 23, 17, 12, 13, 5, 19, 8, 18, 11, 4, 22, 14, 2, 21, 9, 16, 7, 10, 3, 24, 15, 0];
353;1.44;1.5;0.0;1.2222222222222223;5199.276838349823;[0, 3, 1, 12, 10, 9, 16, 14, 22, 2, 21, 7, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 24, 4, 11, 0];
354;1.44;1.5;0.0;1.3333333333333333;5426.701544276575;[0, 4, 2, 14, 9, 16, 21, 22, 5, 18, 8, 19, 15, 17, 23, 6, 24, 13, 11, 7, 10, 3, 12, 1, 20, 0];
355;1.44;1.5;0.0;1.4444444444444444;5188.399935767548;[0, 10, 3, 6, 17, 23, 24, 15, 8, 19, 18, 5, 13, 4, 11, 2, 14, 7, 12, 1, 16, 9, 21, 22, 20, 0];
356;1.44;1.5;0.0;1.5555555555555556;5133.077861721716;[0, 10, 12, 1, 20, 7, 16, 9, 21, 2, 14, 22, 11, 4, 19, 8, 18, 3, 17, 23, 24, 5, 13, 15, 6, 0];
357;1.44;1.5;0.0;1.6666666666666665;5272.784977472244;[0, 15, 6, 23, 17, 11, 4, 8, 19, 13, 5, 18, 2, 14, 22, 21, 9, 16, 7, 10, 12, 1, 20, 3, 24, 0];
358;1.44;1.5;0.0;1.7777777777777777;5498.3872934434885;[0, 24, 3, 1, 12, 10, 11, 2, 9, 16, 21, 14, 22, 7, 17, 15, 19, 8, 18, 5, 13, 4, 23, 6, 20, 0];
359;1.44;1.5;0.0;1.8888888888888888;5416.550590906695;[0, 12, 1, 7, 21, 9, 16, 2, 14, 22, 13, 11, 4, 5, 10, 3, 24, 23, 17, 15, 20, 6, 19, 8, 18, 0];
360;1.44;1.5;0.0;2.0;5335.3905146828665;[0, 3, 24, 23, 15, 17, 6, 20, 7, 11, 22, 2, 21, 14, 16, 9, 10, 12, 1, 13, 5, 8, 19, 18, 4, 0];
361;1.44;1.5;0.125;1.0;5012.09768556276;[0, 8, 19, 18, 13, 5, 4, 11, 22, 14, 21, 16, 9, 2, 7, 12, 1, 10, 24, 23, 17, 3, 6, 20, 15, 0];
362;1.44;1.5;0.125;1.1111111111111112;5393.592414131165;[0, 3, 23, 17, 8, 19, 18, 22, 14, 21, 16, 9, 2, 11, 4, 13, 5, 15, 24, 1, 12, 10, 7, 20, 6, 0];
363;1.44;1.5;0.125;1.2222222222222223;5353.760399646604;[0, 22, 3, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 14, 16, 21, 9, 2, 20, 7, 10, 1, 12, 0];
364;1.44;1.5;0.125;1.3333333333333333;5339.495270301125;[0, 10, 5, 13, 4, 11, 22, 14, 8, 19, 18, 15, 6, 17, 23, 24, 3, 12, 1, 9, 21, 2, 16, 7, 20, 0];
365;1.44;1.5;0.125;1.4444444444444444;5227.272620646838;[0, 10, 24, 18, 8, 19, 13, 5, 4, 11, 22, 14, 2, 21, 9, 16, 1, 12, 3, 17, 23, 6, 15, 20, 7, 0];
366;1.44;1.5;0.125;1.5555555555555556;5079.576084171235;[0, 24, 19, 8, 18, 15, 23, 17, 3, 1, 7, 16, 21, 22, 14, 2, 9, 11, 4, 13, 5, 6, 20, 12, 10, 0];
367;1.44;1.5;0.125;1.6666666666666665;4604.582914136284;[0, 24, 13, 4, 11, 22, 14, 21, 2, 9, 16, 5, 18, 8, 19, 15, 17, 23, 6, 20, 1, 7, 12, 10, 3, 0];
368;1.44;1.5;0.125;1.7777777777777777;5524.625836469057;[0, 3, 12, 1, 10, 7, 22, 11, 5, 18, 19, 8, 24, 13, 4, 14, 9, 16, 21, 2, 20, 23, 17, 6, 15, 0];
369;1.44;1.5;0.125;1.8888888888888888;5013.093651436164;[0, 24, 10, 7, 2, 22, 14, 11, 21, 16, 9, 4, 13, 5, 8, 19, 18, 3, 12, 1, 20, 6, 15, 17, 23, 0];
370;1.44;1.5;0.125;2.0;5420.187793125833;[0, 17, 23, 24, 10, 1, 16, 9, 22, 14, 2, 21, 4, 5, 18, 8, 19, 13, 11, 7, 12, 3, 20, 6, 15, 0];
371;1.44;1.5;0.25;1.0;4048.7170875532624;[0, 3, 17, 23, 6, 24, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 12, 1, 20, 10, 0];
372;1.44;1.5;0.25;1.1111111111111112;3687.505867499648;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 21, 2, 9, 16, 7, 10, 0];
373;1.44;1.5;0.25;1.2222222222222223;3854.203533924607;[0, 24, 3, 12, 10, 1, 20, 6, 17, 23, 15, 18, 8, 19, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 0];
374;1.44;1.5;0.25;1.3333333333333333;3700.6765953180548;[0, 10, 7, 9, 16, 21, 2, 14, 22, 11, 4, 13, 5, 19, 8, 18, 15, 23, 17, 6, 20, 1, 12, 3, 24, 0];
375;1.44;1.5;0.25;1.4444444444444444;3608.6170513298657;[0, 24, 6, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
376;1.44;1.5;0.25;1.5555555555555556;3651.2563459223616;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 18, 19, 8, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
377;1.44;1.5;0.25;1.6666666666666665;3702.3357007401996;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 13, 5, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
378;1.44;1.5;0.25;1.7777777777777777;3654.907019382915;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 0];
379;1.44;1.5;0.25;1.8888888888888888;3718.1870345059083;[0, 24, 3, 10, 7, 16, 9, 21, 2, 14, 22, 11, 4, 13, 5, 19, 8, 18, 15, 23, 17, 6, 20, 1, 12, 0];
380;1.44;1.5;0.25;2.0;3732.75608934982;[0, 24, 3, 10, 12, 1, 20, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 0];
381;1.44;1.5;0.375;1.0;3610.3717989131437;[0, 24, 6, 17, 23, 15, 8, 19, 18, 5, 13, 4, 11, 22, 14, 2, 21, 16, 9, 7, 10, 12, 1, 20, 3, 0];
382;1.44;1.5;0.375;1.1111111111111112;3597.1158176499816;[0, 24, 3, 12, 1, 20, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 0];
383;1.44;1.5;0.375;1.2222222222222223;3554.476523057485;[0, 24, 6, 17, 23, 15, 19, 8, 18, 5, 13, 4, 11, 22, 14, 2, 21, 9, 16, 7, 10, 12, 1, 20, 3, 0];
